year,total_precipitation,median_precipitation
36.735,4287.0,1094.0
36.736,4287.0,1094.0
36.737,4287.0,1094.0
36.738,4287.0,1094.0
36.739,4287.0,1094.0
36.74,4287.0,1094.0
36.741,4287.0,1094.0
36.742,8574.0,1094.0
36.743,4287.0,1094.0
36.744,8574.0,1094.0
36.745,8574.0,1094.0
36.746,8574.0,1094.0
36.747,4287.0,1094.0
36.748,17148.0,1094.0
36.749,21435.0,1094.0
36.75,51444.0,1094.0
36.752,4287.0,1094.0
36.754,4287.0,1094.0
36.756,4287.0,1094.0
36.758,4287.0,1094.0
36.759,4287.0,1094.0
36.761,4287.0,1094.0
36.763,4287.0,1094.0
36.764,4287.0,1094.0
36.766,4287.0,1094.0
36.767,4287.0,1094.0
36.769,4287.0,1094.0
36.77,4287.0,1094.0
36.772,4287.0,1094.0
36.773,4287.0,1094.0
36.775,4287.0,1094.0
36.776,4287.0,1094.0
36.777,4287.0,1094.0
36.778,4287.0,1094.0
36.78,4287.0,1094.0
36.781,4287.0,1094.0
36.782,8574.0,1094.0
36.783,4287.0,1094.0
36.784,8574.0,1094.0
36.785,4287.0,1094.0
36.786,4287.0,1094.0
36.787,4287.0,1094.0
36.788,4287.0,1094.0
36.789,4287.0,1094.0
36.79,4287.0,1094.0
36.791,8574.0,1094.0
36.792,4287.0,1094.0
36.793,4287.0,1094.0
36.794,8574.0,1094.0
36.795,8574.0,1094.0
36.796,4287.0,1094.0
36.797,12861.0,1094.0
36.798,12861.0,1094.0
36.799,17148.0,1094.0
36.8,51444.0,1094.0
36.802,4287.0,1094.0
36.804,4287.0,1094.0
36.806,4287.0,1094.0
36.808,4287.0,1094.0
36.809,4287.0,1094.0
36.811,4287.0,1094.0
36.813,4287.0,1094.0
36.814,4287.0,1094.0
36.816,4287.0,1094.0
36.817,4287.0,1094.0
36.819,4287.0,1094.0
36.82,4287.0,1094.0
36.822,4287.0,1094.0
36.823,4287.0,1094.0
36.825,4287.0,1094.0
36.826,4287.0,1094.0
36.827,4287.0,1094.0
36.828,4287.0,1094.0
36.83,8574.0,1094.0
36.831,4287.0,1094.0
36.832,8574.0,1094.0
36.833,4287.0,1094.0
36.834,8574.0,1094.0
36.835,4287.0,1094.0
36.836,8574.0,1094.0
36.837,4287.0,1094.0
36.838,4287.0,1094.0
36.839,8574.0,1094.0
36.84,4287.0,1094.0
36.841,12861.0,1094.0
36.842,4287.0,1094.0
36.843,8574.0,1094.0
36.844,8574.0,1094.0
36.845,8574.0,1094.0
36.846,17148.0,1094.0
36.847,8574.0,1094.0
36.848,8574.0,1094.0
36.849,25722.0,1094.0
36.85,51444.0,1094.0
36.852,4287.0,1094.0
36.854,4287.0,1094.0
36.856,4287.0,1094.0
36.858,4287.0,1094.0
36.859,4287.0,1094.0
36.861,4287.0,1094.0
36.863,4287.0,1094.0
36.864,4287.0,1094.0
36.866,4287.0,1094.0
36.867,4287.0,1094.0
36.869,4287.0,1094.0
36.87,4287.0,1094.0
36.872,4287.0,1094.0
36.873,4287.0,1094.0
36.874,4287.0,1094.0
36.876,4287.0,1094.0
36.877,4287.0,1094.0
36.878,4287.0,1094.0
36.88,8574.0,1094.0
36.881,4287.0,1094.0
36.882,8574.0,1094.0
36.883,4287.0,1094.0
36.884,8574.0,1094.0
36.885,4287.0,1094.0
36.886,8574.0,1094.0
36.887,4287.0,1094.0
36.888,8574.0,1094.0
36.889,4287.0,1094.0
36.89,4287.0,1094.0
36.891,12861.0,1094.0
36.892,8574.0,1094.0
36.893,4287.0,1094.0
36.894,8574.0,1094.0
36.895,12861.0,1094.0
36.896,4287.0,1094.0
36.897,12861.0,1094.0
36.898,17148.0,1094.0
36.899,25722.0,1094.0
36.9,51444.0,1094.0
36.902,4287.0,1094.0
36.904,4287.0,1094.0
36.906,4287.0,1094.0
36.907,4287.0,1094.0
36.909,4287.0,1094.0
36.911,4287.0,1094.0
36.913,4287.0,1094.0
36.914,4287.0,1094.0
36.916,4287.0,1094.0
36.917,4287.0,1094.0
36.919,4287.0,1094.0
36.92,4287.0,1094.0
36.922,4287.0,1094.0
36.923,4287.0,1094.0
36.925,4287.0,1094.0
36.926,4287.0,1094.0
36.927,4287.0,1094.0
36.928,8574.0,1094.0
36.929,4287.0,1094.0
36.93,4287.0,1094.0
36.931,4287.0,1094.0
36.932,8574.0,1094.0
36.933,4287.0,1094.0
36.934,8574.0,1094.0
36.935,4287.0,1094.0
36.936,8574.0,1094.0
36.937,4287.0,1094.0
36.938,8574.0,1094.0
36.939,4287.0,1094.0
36.94,4287.0,1094.0
36.941,12861.0,1094.0
36.942,4287.0,1094.0
36.943,8574.0,1094.0
36.944,12861.0,1094.0
36.945,4287.0,1094.0
36.946,8574.0,1094.0
36.947,17148.0,1094.0
36.948,12861.0,1094.0
36.949,25722.0,1094.0
36.95,51444.0,1094.0
36.952,4287.0,1094.0
36.954,4287.0,1094.0
36.956,4287.0,1094.0
36.958,4287.0,1094.0
36.959,4287.0,1094.0
36.961,4287.0,1094.0
36.962,4287.0,1094.0
36.964,4287.0,1094.0
36.966,4287.0,1094.0
36.967,4287.0,1094.0
36.969,4287.0,1094.0
36.97,4287.0,1094.0
36.972,4287.0,1094.0
36.973,4287.0,1094.0
36.974,4287.0,1094.0
36.975,4287.0,1094.0
36.976,4287.0,1094.0
36.977,8574.0,1094.0
36.978,4287.0,1094.0
36.98,8574.0,1094.0
36.981,4287.0,1094.0
36.982,8574.0,1094.0
36.983,4287.0,1094.0
36.984,8574.0,1094.0
36.985,4287.0,1094.0
36.986,8574.0,1094.0
36.987,4287.0,1094.0
36.988,8574.0,1094.0
36.989,4287.0,1094.0
36.99,8574.0,1094.0
36.991,8574.0,1094.0
36.992,8574.0,1094.0
36.993,4287.0,1094.0
36.994,8574.0,1094.0
36.995,12861.0,1094.0
36.996,12861.0,1094.0
36.997,4287.0,1094.0
36.998,17148.0,1094.0
36.999,30009.0,1094.0
37.0,51444.0,1094.0
37.002,4287.0,1094.0
37.004,4287.0,1094.0
37.006,4287.0,1094.0
37.008,4287.0,1094.0
37.009,4287.0,1094.0
37.011,4287.0,1094.0
37.013,4287.0,1094.0
37.014,4287.0,1094.0
37.016,4287.0,1094.0
37.017,4287.0,1094.0
37.019,4287.0,1094.0
37.02,4287.0,1094.0
37.022,4287.0,1094.0
37.023,4287.0,1094.0
37.024,4287.0,1094.0
37.025,4287.0,1094.0
37.026,4287.0,1094.0
37.027,8574.0,1094.0
37.028,4287.0,1094.0
37.029,4287.0,1094.0
37.03,4287.0,1094.0
37.031,4287.0,1094.0
37.032,8574.0,1094.0
37.033,4287.0,1094.0
37.034,8574.0,1094.0
37.035,4287.0,1094.0
37.036,8574.0,1094.0
37.037,4287.0,1094.0
37.038,8574.0,1094.0
37.039,4287.0,1094.0
37.04,8574.0,1094.0
37.041,8574.0,1094.0
37.042,8574.0,1094.0
37.043,4287.0,1094.0
37.044,12861.0,1094.0
37.045,8574.0,1094.0
37.046,8574.0,1094.0
37.047,12861.0,1094.0
37.048,17148.0,1094.0
37.049,34296.0,1094.0
37.05,51444.0,1094.0
37.052,4287.0,1094.0
37.054,4287.0,1094.0
37.056,4287.0,1094.0
37.057,4287.0,1094.0
37.059,4287.0,1094.0
37.061,4287.0,1094.0
37.062,4287.0,1094.0
37.064,4287.0,1094.0
37.066,4287.0,1094.0
37.067,4287.0,1094.0
37.069,4287.0,1094.0
37.07,4287.0,1094.0
37.072,4287.0,1094.0
37.073,8574.0,1094.0
37.074,4287.0,1094.0
37.075,4287.0,1094.0
37.076,4287.0,1094.0
37.077,8574.0,1094.0
37.078,4287.0,1094.0
37.08,8574.0,1094.0
37.081,4287.0,1094.0
37.082,8574.0,1094.0
37.083,4287.0,1094.0
37.084,8574.0,1094.0
37.085,4287.0,1094.0
37.086,8574.0,1094.0
37.087,4287.0,1094.0
37.088,8574.0,1094.0
37.089,4287.0,1094.0
37.09,8574.0,1094.0
37.091,8574.0,1094.0
37.092,8574.0,1094.0
37.093,4287.0,1094.0
37.094,12861.0,1094.0
37.095,4287.0,1094.0
37.096,17148.0,1094.0
37.097,8574.0,1094.0
37.098,21435.0,1094.0
37.099,34296.0,1094.0
37.1,51444.0,1094.0
37.102,4287.0,1094.0
37.104,4287.0,1094.0
37.106,4287.0,1094.0
37.107,4287.0,1094.0
37.109,4287.0,1094.0
37.111,4287.0,1094.0
37.112,4287.0,1094.0
37.114,4287.0,1094.0
37.116,4287.0,1094.0
37.117,4287.0,1094.0
37.119,4287.0,1094.0
37.12,4287.0,1094.0
37.122,4287.0,1094.0
37.123,8574.0,1094.0
37.124,4287.0,1094.0
37.125,4287.0,1094.0
37.126,4287.0,1094.0
37.127,8574.0,1094.0
37.128,4287.0,1094.0
37.13,8574.0,1094.0
37.131,4287.0,1094.0
37.132,8574.0,1094.0
37.133,4287.0,1094.0
37.134,8574.0,1094.0
37.135,4287.0,1094.0
37.136,8574.0,1094.0
37.137,4287.0,1094.0
37.138,8574.0,1094.0
37.139,4287.0,1094.0
37.14,8574.0,1094.0
37.141,8574.0,1094.0
37.142,8574.0,1094.0
37.143,4287.0,1094.0
37.144,12861.0,1094.0
37.145,8574.0,1094.0
37.146,8574.0,1094.0
37.147,21435.0,1094.0
37.148,21435.0,1094.0
37.149,34296.0,1094.0
37.15,51444.0,1094.0
37.152,4287.0,1094.0
37.154,4287.0,1094.0
37.156,4287.0,1094.0
37.157,4287.0,1094.0
37.159,4287.0,1094.0
37.161,4287.0,1094.0
37.162,4287.0,1094.0
37.164,4287.0,1094.0
37.166,4287.0,1094.0
37.167,4287.0,1094.0
37.169,4287.0,1094.0
37.17,4287.0,1094.0
37.172,4287.0,1094.0
37.173,8574.0,1094.0
37.174,4287.0,1094.0
37.175,4287.0,1094.0
37.176,4287.0,1094.0
37.177,8574.0,1094.0
37.178,4287.0,1094.0
37.179,8574.0,1094.0
37.181,4287.0,1094.0
37.182,8574.0,1094.0
37.183,4287.0,1094.0
37.184,8574.0,1094.0
37.185,4287.0,1094.0
37.186,8574.0,1094.0
37.187,4287.0,1094.0
37.188,8574.0,1094.0
37.189,4287.0,1094.0
37.19,8574.0,1094.0
37.191,12861.0,1094.0
37.192,8574.0,1094.0
37.193,4287.0,1094.0
37.194,12861.0,1094.0
37.195,4287.0,1094.0
37.196,21435.0,1094.0
37.197,25722.0,1094.0
37.198,21435.0,1094.0
37.199,34296.0,1094.0
37.2,51444.0,1094.0
37.202,4287.0,1094.0
37.204,4287.0,1094.0
37.206,4287.0,1094.0
37.207,4287.0,1094.0
37.209,4287.0,1094.0
37.211,4287.0,1094.0
37.212,4287.0,1094.0
37.214,4287.0,1094.0
37.216,4287.0,1094.0
37.217,4287.0,1094.0
37.219,4287.0,1094.0
37.22,4287.0,1094.0
37.222,4287.0,1094.0
37.223,8574.0,1094.0
37.224,4287.0,1094.0
37.225,4287.0,1094.0
37.226,4287.0,1094.0
37.227,8574.0,1094.0
37.228,4287.0,1094.0
37.23,8574.0,1094.0
37.231,4287.0,1094.0
37.232,8574.0,1094.0
37.233,4287.0,1094.0
37.234,8574.0,1094.0
37.235,4287.0,1094.0
37.236,8574.0,1094.0
37.237,4287.0,1094.0
37.238,8574.0,1094.0
37.239,4287.0,1094.0
37.24,8574.0,1094.0
37.241,12861.0,1094.0
37.242,12861.0,1094.0
37.243,8574.0,1094.0
37.244,21435.0,1094.0
37.245,17148.0,1094.0
37.246,21435.0,1094.0
37.247,17148.0,1094.0
37.248,21435.0,1094.0
37.249,34296.0,1094.0
37.25,51444.0,1094.0
37.252,4287.0,1094.0
37.254,4287.0,1094.0
37.256,4287.0,1094.0
37.257,4287.0,1094.0
37.259,4287.0,1094.0
37.261,4287.0,1094.0
37.262,4287.0,1094.0
37.264,4287.0,1094.0
37.266,4287.0,1094.0
37.267,4287.0,1094.0
37.269,4287.0,1094.0
37.27,8574.0,1094.0
37.272,4287.0,1094.0
37.273,8574.0,1094.0
37.274,4287.0,1094.0
37.275,4287.0,1094.0
37.276,4287.0,1094.0
37.277,8574.0,1094.0
37.278,4287.0,1094.0
37.279,8574.0,1094.0
37.281,4287.0,1094.0
37.282,8574.0,1094.0
37.283,4287.0,1094.0
37.284,8574.0,1094.0
37.285,4287.0,1094.0
37.286,8574.0,1094.0
37.287,4287.0,1094.0
37.288,8574.0,1094.0
37.289,4287.0,1094.0
37.29,8574.0,1094.0
37.291,12861.0,1094.0
37.292,12861.0,1094.0
37.293,8574.0,1094.0
37.294,21435.0,1094.0
37.295,17148.0,1094.0
37.296,12861.0,1094.0
37.297,25722.0,1094.0
37.298,21435.0,1094.0
37.299,34296.0,1094.0
37.3,51444.0,1094.0
37.302,4287.0,1094.0
37.304,4287.0,1094.0
37.306,4287.0,1094.0
37.307,4287.0,1094.0
37.309,4287.0,1094.0
37.311,4287.0,1094.0
37.312,4287.0,1094.0
37.314,4287.0,1094.0
37.316,4287.0,1094.0
37.317,4287.0,1094.0
37.318,4287.0,1094.0
37.319,4287.0,1094.0
37.32,8574.0,1094.0
37.322,8574.0,1094.0
37.323,4287.0,1094.0
37.324,4287.0,1094.0
37.325,4287.0,1094.0
37.326,4287.0,1094.0
37.327,8574.0,1094.0
37.328,4287.0,1094.0
37.329,8574.0,1094.0
37.331,4287.0,1094.0
37.332,8574.0,1094.0
37.333,4287.0,1094.0
37.334,8574.0,1094.0
37.335,4287.0,1094.0
37.336,8574.0,1094.0
37.337,4287.0,1094.0
37.338,8574.0,1094.0
37.339,4287.0,1094.0
37.34,8574.0,1094.0
37.341,12861.0,1094.0
37.342,12861.0,1094.0
37.343,8574.0,1094.0
37.344,21435.0,1094.0
37.345,17148.0,1094.0
37.346,21435.0,1094.0
37.347,17148.0,1094.0
37.348,21435.0,1094.0
37.349,34296.0,1094.0
37.35,51444.0,1094.0
37.352,4287.0,1094.0
37.354,4287.0,1094.0
37.355,4287.0,1094.0
37.357,4287.0,1094.0
37.359,4287.0,1094.0
37.361,4287.0,1094.0
37.362,4287.0,1094.0
37.364,4287.0,1094.0
37.365,4287.0,1094.0
37.367,4287.0,1094.0
37.368,4287.0,1094.0
37.369,4287.0,1094.0
37.37,8574.0,1094.0
37.371,4287.0,1094.0
37.372,4287.0,1094.0
37.373,4287.0,1094.0
37.374,4287.0,1094.0
37.375,4287.0,1094.0
37.376,4287.0,1094.0
37.377,8574.0,1094.0
37.378,4287.0,1094.0
37.379,8574.0,1094.0
37.381,4287.0,1094.0
37.382,8574.0,1094.0
37.383,4287.0,1094.0
37.384,8574.0,1094.0
37.385,4287.0,1094.0
37.386,8574.0,1094.0
37.387,4287.0,1094.0
37.388,8574.0,1094.0
37.389,4287.0,1094.0
37.39,8574.0,1094.0
37.391,12861.0,1094.0
37.392,12861.0,1094.0
37.393,8574.0,1094.0
37.394,21435.0,1094.0
37.395,17148.0,1094.0
37.396,12861.0,1094.0
37.397,25722.0,1094.0
37.398,21435.0,1094.0
37.399,34296.0,1094.0
37.4,51444.0,1094.0
37.402,4287.0,1094.0
37.404,4287.0,1094.0
37.406,4287.0,1094.0
37.407,4287.0,1094.0
37.409,4287.0,1094.0
37.411,4287.0,1094.0
37.412,4287.0,1094.0
37.413,4287.0,1094.0
37.414,4287.0,1094.0
37.415,4287.0,1094.0
37.416,4287.0,1094.0
37.417,4287.0,1094.0
37.418,4287.0,1094.0
37.419,4287.0,1094.0
37.42,8574.0,1094.0
37.422,8574.0,1094.0
37.423,4287.0,1094.0
37.424,4287.0,1094.0
37.425,4287.0,1094.0
37.426,4287.0,1094.0
37.427,8574.0,1094.0
37.428,4287.0,1094.0
37.429,8574.0,1094.0
37.431,8574.0,1094.0
37.432,4287.0,1094.0
37.433,4287.0,1094.0
37.434,8574.0,1094.0
37.435,4287.0,1094.0
37.436,8574.0,1094.0
37.437,4287.0,1094.0
37.438,8574.0,1094.0
37.439,4287.0,1094.0
37.44,8574.0,1094.0
37.441,17148.0,1094.0
37.442,12861.0,1094.0
37.443,8574.0,1094.0
37.444,21435.0,1094.0
37.445,17148.0,1094.0
37.446,12861.0,1094.0
37.447,25722.0,1094.0
37.448,21435.0,1094.0
37.449,34296.0,1094.0
37.45,51444.0,1094.0
37.452,4287.0,1094.0
37.454,4287.0,1094.0
37.455,4287.0,1094.0
37.457,4287.0,1094.0
37.459,4287.0,1094.0
37.46,4287.0,1094.0
37.461,4287.0,1094.0
37.462,4287.0,1094.0
37.463,4287.0,1094.0
37.464,4287.0,1094.0
37.465,8574.0,1094.0
37.467,4287.0,1094.0
37.468,8574.0,1094.0
37.47,8574.0,1094.0
37.471,4287.0,1094.0
37.472,4287.0,1094.0
37.473,4287.0,1094.0
37.474,4287.0,1094.0
37.475,4287.0,1094.0
37.476,4287.0,1094.0
37.477,8574.0,1094.0
37.478,4287.0,1094.0
37.479,8574.0,1094.0
37.481,8574.0,1094.0
37.482,4287.0,1094.0
37.483,4287.0,1094.0
37.484,8574.0,1094.0
37.485,4287.0,1094.0
37.486,8574.0,1094.0
37.487,4287.0,1094.0
37.488,8574.0,1094.0
37.489,4287.0,1094.0
37.49,8574.0,1094.0
37.491,17148.0,1094.0
37.492,12861.0,1094.0
37.493,8574.0,1094.0
37.494,21435.0,1094.0
37.495,17148.0,1094.0
37.496,21435.0,1094.0
37.497,17148.0,1094.0
37.498,21435.0,1094.0
37.499,34296.0,1094.0
37.5,51444.0,1094.0
37.502,4287.0,1094.0
37.504,4287.0,1094.0
37.505,4287.0,1094.0
37.507,4287.0,1094.0
37.508,4287.0,1094.0
37.509,4287.0,1094.0
37.51,4287.0,1094.0
37.511,4287.0,1094.0
37.512,4287.0,1094.0
37.513,4287.0,1094.0
37.514,4287.0,1094.0
37.515,4287.0,1094.0
37.516,4287.0,1094.0
37.517,8574.0,1094.0
37.519,4287.0,1094.0
37.52,8574.0,1094.0
37.522,8574.0,1094.0
37.523,4287.0,1094.0
37.524,4287.0,1094.0
37.525,4287.0,1094.0
37.526,4287.0,1094.0
37.527,8574.0,1094.0
37.528,4287.0,1094.0
37.529,8574.0,1094.0
37.531,8574.0,1094.0
37.532,4287.0,1094.0
37.533,4287.0,1094.0
37.534,8574.0,1094.0
37.535,4287.0,1094.0
37.536,8574.0,1094.0
37.537,4287.0,1094.0
37.538,8574.0,1094.0
37.539,4287.0,1094.0
37.54,12861.0,1094.0
37.541,17148.0,1094.0
37.542,12861.0,1094.0
37.543,8574.0,1094.0
37.544,21435.0,1094.0
37.545,17148.0,1094.0
37.546,12861.0,1094.0
37.547,25722.0,1094.0
37.548,21435.0,1094.0
37.549,34296.0,1094.0
37.55,51444.0,1094.0
37.552,4287.0,1094.0
37.554,4287.0,1094.0
37.555,8574.0,1094.0
37.557,8574.0,1094.0
37.559,4287.0,1094.0
37.56,4287.0,1094.0
37.561,4287.0,1094.0
37.562,8574.0,1094.0
37.564,4287.0,1094.0
37.565,8574.0,1094.0
37.567,8574.0,1094.0
37.569,4287.0,1094.0
37.57,8574.0,1094.0
37.571,4287.0,1094.0
37.572,4287.0,1094.0
37.573,4287.0,1094.0
37.574,4287.0,1094.0
37.575,4287.0,1094.0
37.576,4287.0,1094.0
37.577,8574.0,1094.0
37.578,4287.0,1094.0
37.579,8574.0,1094.0
37.58,4287.0,1094.0
37.581,8574.0,1094.0
37.582,4287.0,1094.0
37.583,8574.0,1094.0
37.584,8574.0,1094.0
37.585,4287.0,1094.0
37.586,12861.0,1094.0
37.587,4287.0,1094.0
37.588,8574.0,1094.0
37.589,8574.0,1094.0
37.59,8574.0,1094.0
37.591,21435.0,1094.0
37.592,12861.0,1094.0
37.593,8574.0,1094.0
37.594,25722.0,1094.0
37.595,17148.0,1094.0
37.596,21435.0,1094.0
37.597,21435.0,1094.0
37.598,21435.0,1094.0
37.599,38583.0,1094.0
37.6,51444.0,1094.0
37.602,8574.0,1094.0
37.603,4287.0,1094.0
37.605,8574.0,1094.0
37.607,8574.0,1094.0
37.609,4287.0,1094.0
37.61,4287.0,1094.0
37.611,4287.0,1094.0
37.612,8574.0,1094.0
37.614,4287.0,1094.0
37.615,8574.0,1094.0
37.617,8574.0,1094.0
37.618,4287.0,1094.0
37.62,8574.0,1094.0
37.621,4287.0,1094.0
37.622,4287.0,1094.0
37.623,4287.0,1094.0
37.624,8574.0,1094.0
37.626,4287.0,1094.0
37.627,12861.0,1094.0
37.628,4287.0,1094.0
37.629,8574.0,1094.0
37.63,8574.0,1094.0
37.631,4287.0,1094.0
37.632,4287.0,1094.0
37.633,12861.0,1094.0
37.634,4287.0,1094.0
37.635,4287.0,1094.0
37.636,12861.0,1094.0
37.637,4287.0,1094.0
37.638,12861.0,1094.0
37.639,4287.0,1094.0
37.64,8574.0,1094.0
37.641,21435.0,1094.0
37.642,12861.0,1094.0
37.643,8574.0,1094.0
37.644,25722.0,1094.0
37.645,17148.0,1094.0
37.646,12861.0,1094.0
37.647,30009.0,1094.0
37.648,21435.0,1094.0
37.649,38583.0,1094.0
37.65,51444.0,1094.0
37.652,8574.0,1094.0
37.654,4287.0,1094.0
37.655,8574.0,1094.0
37.657,8574.0,1094.0
37.659,4287.0,1094.0
37.66,8574.0,1094.0
37.662,8574.0,1094.0
37.664,4287.0,1094.0
37.665,8574.0,1094.0
37.667,8574.0,1094.0
37.669,4287.0,1094.0
37.67,8574.0,1094.0
37.671,4287.0,1094.0
37.672,4287.0,1094.0
37.673,4287.0,1094.0
37.674,8574.0,1094.0
37.675,4287.0,1094.0
37.677,8574.0,1094.0
37.678,4287.0,1094.0
37.679,8574.0,1094.0
37.681,8574.0,1094.0
37.682,4287.0,1094.0
37.683,12861.0,1094.0
37.684,4287.0,1094.0
37.685,8574.0,1094.0
37.686,8574.0,1094.0
37.687,4287.0,1094.0
37.688,12861.0,1094.0
37.689,4287.0,1094.0
37.69,8574.0,1094.0
37.691,17148.0,1094.0
37.692,12861.0,1094.0
37.693,8574.0,1094.0
37.694,25722.0,1094.0
37.695,17148.0,1094.0
37.696,12861.0,1094.0
37.697,30009.0,1094.0
37.698,21435.0,1094.0
37.699,38583.0,1094.0
37.7,51444.0,1094.0
37.702,8574.0,1094.0
37.703,4287.0,1094.0
37.705,8574.0,1094.0
37.707,8574.0,1094.0
37.709,4287.0,1094.0
37.71,4287.0,1094.0
37.711,4287.0,1094.0
37.712,8574.0,1094.0
37.714,4287.0,1094.0
37.715,8574.0,1094.0
37.717,8574.0,1094.0
37.718,4287.0,1094.0
37.72,8574.0,1094.0
37.721,4287.0,1094.0
37.722,4287.0,1094.0
37.723,4287.0,1094.0
37.724,8574.0,1094.0
37.725,4287.0,1094.0
37.727,8574.0,1094.0
37.728,4287.0,1094.0
37.729,8574.0,1094.0
37.73,4287.0,1094.0
37.731,4287.0,1094.0
37.732,4287.0,1094.0
37.733,12861.0,1094.0
37.734,4287.0,1094.0
37.735,8574.0,1094.0
37.736,8574.0,1094.0
37.737,4287.0,1094.0
37.738,12861.0,1094.0
37.739,4287.0,1094.0
37.74,12861.0,1094.0
37.741,12861.0,1094.0
37.742,12861.0,1094.0
37.743,17148.0,1094.0
37.744,17148.0,1094.0
37.745,17148.0,1094.0
37.746,21435.0,1094.0
37.747,21435.0,1094.0
37.748,21435.0,1094.0
37.749,38583.0,1094.0
37.75,51444.0,1094.0
37.752,8574.0,1094.0
37.753,4287.0,1094.0
37.755,8574.0,1094.0
37.757,8574.0,1094.0
37.759,4287.0,1094.0
37.76,8574.0,1094.0
37.762,8574.0,1094.0
37.764,4287.0,1094.0
37.765,8574.0,1094.0
37.767,8574.0,1094.0
37.768,4287.0,1094.0
37.77,8574.0,1094.0
37.771,4287.0,1094.0
37.772,4287.0,1094.0
37.773,4287.0,1094.0
37.774,8574.0,1094.0
37.776,4287.0,1094.0
37.777,8574.0,1094.0
37.778,4287.0,1094.0
37.779,12861.0,1094.0
37.781,8574.0,1094.0
37.782,8574.0,1094.0
37.783,8574.0,1094.0
37.784,4287.0,1094.0
37.785,12861.0,1094.0
37.786,4287.0,1094.0
37.787,4287.0,1094.0
37.788,12861.0,1094.0
37.789,4287.0,1094.0
37.79,8574.0,1094.0
37.791,12861.0,1094.0
37.792,12861.0,1094.0
37.793,8574.0,1094.0
37.794,25722.0,1094.0
37.795,17148.0,1094.0
37.796,12861.0,1094.0
37.797,30009.0,1094.0
37.798,30009.0,1094.0
37.799,30009.0,1094.0
37.8,51444.0,1094.0
37.802,8574.0,1094.0
37.803,4287.0,1094.0
37.804,4287.0,1094.0
37.805,4287.0,1094.0
37.807,8574.0,1094.0
37.809,4287.0,1094.0
37.81,8574.0,1094.0
37.812,8574.0,1094.0
37.814,4287.0,1094.0
37.815,8574.0,1094.0
37.817,8574.0,1094.0
37.818,4287.0,1094.0
37.819,4287.0,1094.0
37.82,4287.0,1094.0
37.821,4287.0,1094.0
37.822,4287.0,1094.0
37.823,4287.0,1094.0
37.824,8574.0,1094.0
37.825,4287.0,1094.0
37.827,8574.0,1094.0
37.828,4287.0,1094.0
37.829,8574.0,1094.0
37.83,4287.0,1094.0
37.831,8574.0,1094.0
37.832,8574.0,1094.0
37.833,8574.0,1094.0
37.834,4287.0,1094.0
37.835,8574.0,1094.0
37.836,8574.0,1094.0
37.837,4287.0,1094.0
37.838,12861.0,1094.0
37.839,4287.0,1094.0
37.84,12861.0,1094.0
37.841,8574.0,1094.0
37.842,8574.0,1094.0
37.843,17148.0,1094.0
37.844,17148.0,1094.0
37.845,17148.0,1094.0
37.846,25722.0,1094.0
37.847,17148.0,1094.0
37.848,21435.0,1094.0
37.849,38583.0,1094.0
37.85,51444.0,1094.0
37.852,8574.0,1094.0
37.853,4287.0,1094.0
37.854,4287.0,1094.0
37.855,4287.0,1094.0
37.857,8574.0,1094.0
37.859,4287.0,1094.0
37.86,8574.0,1094.0
37.862,8574.0,1094.0
37.864,4287.0,1094.0
37.865,8574.0,1094.0
37.867,8574.0,1094.0
37.868,4287.0,1094.0
37.87,8574.0,1094.0
37.871,4287.0,1094.0
37.872,4287.0,1094.0
37.873,4287.0,1094.0
37.874,8574.0,1094.0
37.875,4287.0,1094.0
37.877,8574.0,1094.0
37.878,4287.0,1094.0
37.879,12861.0,1094.0
37.88,4287.0,1094.0
37.881,4287.0,1094.0
37.882,8574.0,1094.0
37.883,8574.0,1094.0
37.884,4287.0,1094.0
37.885,12861.0,1094.0
37.886,4287.0,1094.0
37.887,4287.0,1094.0
37.888,12861.0,1094.0
37.889,4287.0,1094.0
37.89,8574.0,1094.0
37.891,12861.0,1094.0
37.892,8574.0,1094.0
37.893,8574.0,1094.0
37.894,25722.0,1094.0
37.895,17148.0,1094.0
37.896,17148.0,1094.0
37.897,25722.0,1094.0
37.898,30009.0,1094.0
37.899,30009.0,1094.0
37.9,51444.0,1094.0
37.901,4287.0,1094.0
37.902,4287.0,1094.0
37.903,4287.0,1094.0
37.904,4287.0,1094.0
37.905,4287.0,1094.0
37.907,8574.0,1094.0
37.909,4287.0,1094.0
37.91,8574.0,1094.0
37.912,8574.0,1094.0
37.914,4287.0,1094.0
37.915,8574.0,1094.0
37.917,8574.0,1094.0
37.918,4287.0,1094.0
37.919,4287.0,1094.0
37.92,4287.0,1094.0
37.921,4287.0,1094.0
37.922,4287.0,1094.0
37.923,4287.0,1094.0
37.924,8574.0,1094.0
37.925,4287.0,1094.0
37.926,8574.0,1094.0
37.927,4287.0,1094.0
37.928,4287.0,1094.0
37.929,12861.0,1094.0
37.931,8574.0,1094.0
37.932,8574.0,1094.0
37.933,8574.0,1094.0
37.934,4287.0,1094.0
37.935,12861.0,1094.0
37.936,4287.0,1094.0
37.937,4287.0,1094.0
37.938,12861.0,1094.0
37.939,4287.0,1094.0
37.94,8574.0,1094.0
37.941,12861.0,1094.0
37.942,8574.0,1094.0
37.943,4287.0,1094.0
37.944,25722.0,1094.0
37.945,17148.0,1094.0
